year,new_hpv_screens,new_poc_hpv_screens,new_ave_screens,new_via_screens,new_thermal_ablations,new_leeps,new_cancer_treatments,new_cancers,new_cancer_deaths,new_other_deaths,av_age_cancers,av_age_cancer_deaths,av_age_other_deaths,location,seed,primary,triage,precin,cin1,cin2,cin3,cancerous,ltfu,scen_label
2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11676.891357421875,6085.24462890625,2334744.5,47.77458953857422,56.114532470703125,,nigeria,3,,,,,,,,,No screening
2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11728.461120605469,6026.3076171875,2279867.0,45.761009216308594,56.31502151489258,,nigeria,3,,,,,,,,,No screening
2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12030.513488769531,6269.422607421875,2219095.5,45.850929260253906,54.60078430175781,,nigeria,3,,,,,,,,,No screening
2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12325.1982421875,6652.5133056640625,2254804.0,46.90375518798828,56.95502471923828,,nigeria,3,,,,,,,,,No screening
2025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13253.455810546875,6534.6392822265625,2313173.5,47.043819427490234,55.151981353759766,,nigeria,3,,,,,,,,,No screening
2026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13592.344116210938,7396.592529296875,2417661.5,46.50605773925781,55.19186019897461,,nigeria,3,,,,,,,,,No screening
2027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13754.420104980469,7507.0992431640625,2322139.5,47.6217041015625,54.725379943847656,,nigeria,3,,,,,,,,,No screening
2028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13798.623168945312,7720.74560546875,2433412.5,47.39381408691406,55.262794494628906,,nigeria,3,,,,,,,,,No screening
2029.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14284.853576660156,7426.060791015625,2464966.0,47.063838958740234,54.07984924316406,,nigeria,3,,,,,,,,,No screening
2030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14432.195556640625,8273.27978515625,2539307.5,47.04220199584961,55.42096710205078,,nigeria,3,,,,,,,,,No screening
2031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15176.274597167969,7993.328857421875,2603681.5,47.171104431152344,55.53228759765625,,nigeria,3,,,,,,,,,No screening
2032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15500.428649902344,8192.24072265625,2490809.5,47.7775764465332,55.00627136230469,,nigeria,3,,,,,,,,,No screening
2033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16259.241149902344,8811.079711914062,2661631.25,47.756500244140625,56.25730514526367,,nigeria,3,,,,,,,,,No screening
2034.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16664.43359375,8788.97802734375,2650337.5,47.11785888671875,56.34951400756836,,nigeria,3,,,,,,,,,No screening
2035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17386.411682128906,9282.5751953125,2664077.0,46.54537582397461,55.59283447265625,,nigeria,3,,,,,,,,,No screening
2036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17592.691162109375,9680.400390625,2685920.5,48.027503967285156,55.385887145996094,,nigeria,3,,,,,,,,,No screening
2037.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18535.682373046875,10085.59228515625,2864485.0,48.456153869628906,56.153846740722656,,nigeria,3,,,,,,,,,No screening
2038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18565.151123046875,10232.934814453125,2762826.0,47.29430389404297,56.39426040649414,,nigeria,3,,,,,,,,,No screening
2039.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18476.74609375,11146.458251953125,2871793.0,47.10585021972656,54.75069808959961,,nigeria,3,,,,,,,,,No screening
